GCF_016748085.1,GCF_002952675.1,GCF_002951975.1,GCF_002952595.1,GCF_001653415.1,GCF_900638475.1,GCF_016749215.1,GCF_019974055.1,GCF_013122055.1,GCF_003050665.1
GCF_016748085.1;protein_762,GCF_002952675.1;protein_871,GCF_002951975.1;protein_866,GCF_002952595.1;protein_866,GCF_001653415.1;protein_769,GCF_900638475.1;protein_851,GCF_016749215.1;protein_674,GCF_019974055.1;protein_709,GCF_013122055.1;protein_765,GCF_003050665.1;protein_131
GCF_016748085.1;protein_763,GCF_002952675.1;protein_872,GCF_002951975.1;protein_867,GCF_002952595.1;protein_867,GCF_001653415.1;protein_770,GCF_900638475.1;protein_852,GCF_016749215.1;protein_673,GCF_019974055.1;protein_708,GCF_013122055.1;protein_764,GCF_003050665.1;protein_132
GCF_016748085.1;protein_764,GCF_002952675.1;protein_873,GCF_002951975.1;protein_868,GCF_002952595.1;protein_868,GCF_001653415.1;protein_771,GCF_900638475.1;protein_853,GCF_016749215.1;protein_672,GCF_019974055.1;protein_707,GCF_013122055.1;protein_763,GCF_003050665.1;protein_133
GCF_016748085.1;protein_765,GCF_002952675.1;protein_874,GCF_002951975.1;protein_869,GCF_002952595.1;protein_869,GCF_001653415.1;protein_772,GCF_900638475.1;protein_854,GCF_016749215.1;protein_671,GCF_019974055.1;protein_706,GCF_013122055.1;protein_762,GCF_003050665.1;protein_134
GCF_016748085.1;protein_766,GCF_002952675.1;protein_875,GCF_002951975.1;protein_870,GCF_002952595.1;protein_870,GCF_001653415.1;protein_773,GCF_900638475.1;protein_855,GCF_016749215.1;protein_670,GCF_019974055.1;protein_705,GCF_013122055.1;protein_761,GCF_003050665.1;protein_135
GCF_016748085.1;protein_767,GCF_002952675.1;protein_876,GCF_002951975.1;protein_871,GCF_002952595.1;protein_871,GCF_001653415.1;protein_774,GCF_900638475.1;protein_856,GCF_016749215.1;protein_669,GCF_019974055.1;protein_704,GCF_013122055.1;protein_760,GCF_003050665.1;protein_136
GCF_016748085.1;protein_769,GCF_002952675.1;protein_878,GCF_002951975.1;protein_873,GCF_002952595.1;protein_873,GCF_001653415.1;protein_776,GCF_900638475.1;protein_858,GCF_016749215.1;protein_667,GCF_019974055.1;protein_702,GCF_013122055.1;protein_758,GCF_003050665.1;protein_138
GCF_016748085.1;protein_77,GCF_002952675.1;protein_1363,GCF_002951975.1;protein_1358,GCF_002952595.1;protein_1358,GCF_001653415.1;protein_135,GCF_900638475.1;protein_228,GCF_016749215.1;protein_83,GCF_019974055.1;protein_265,GCF_013122055.1;protein_262,GCF_003050665.1;protein_1056
GCF_016748085.1;protein_770,GCF_002952675.1;protein_879,GCF_002951975.1;protein_874,GCF_002952595.1;protein_874,GCF_001653415.1;protein_777,GCF_900638475.1;protein_859,GCF_016749215.1;protein_666,GCF_019974055.1;protein_701,GCF_013122055.1;protein_757,GCF_003050665.1;protein_139
GCF_016748085.1;protein_771,GCF_002952675.1;protein_880,GCF_002951975.1;protein_875,GCF_002952595.1;protein_875,GCF_001653415.1;protein_778,GCF_900638475.1;protein_860,GCF_016749215.1;protein_665,GCF_019974055.1;protein_700,GCF_013122055.1;protein_756,GCF_003050665.1;protein_140
GCF_016748085.1;protein_772,GCF_002952675.1;protein_881,GCF_002951975.1;protein_876,GCF_002952595.1;protein_876,GCF_001653415.1;protein_779,GCF_900638475.1;protein_861,GCF_016749215.1;protein_664,GCF_019974055.1;protein_699,GCF_013122055.1;protein_755,GCF_003050665.1;protein_141
GCF_016748085.1;protein_773,GCF_002952675.1;protein_882,GCF_002951975.1;protein_877,GCF_002952595.1;protein_877,GCF_001653415.1;protein_780,GCF_900638475.1;protein_862,GCF_016749215.1;protein_663,GCF_019974055.1;protein_698,GCF_013122055.1;protein_754,GCF_003050665.1;protein_142
GCF_016748085.1;protein_774,GCF_002952675.1;protein_883,GCF_002951975.1;protein_878,GCF_002952595.1;protein_878,GCF_001653415.1;protein_781,GCF_900638475.1;protein_863,GCF_016749215.1;protein_662,GCF_019974055.1;protein_697,GCF_013122055.1;protein_753,GCF_003050665.1;protein_143
GCF_016748085.1;protein_775,GCF_002952675.1;protein_884,GCF_002951975.1;protein_879,GCF_002952595.1;protein_879,GCF_001653415.1;protein_782,GCF_900638475.1;protein_864,GCF_016749215.1;protein_661,GCF_019974055.1;protein_696,GCF_013122055.1;protein_752,GCF_003050665.1;protein_144
GCF_016748085.1;protein_78,GCF_002952675.1;protein_1362,GCF_002951975.1;protein_1357,GCF_002952595.1;protein_1357,GCF_001653415.1;protein_136,GCF_900638475.1;protein_229,GCF_016749215.1;protein_84,GCF_019974055.1;protein_266,GCF_013122055.1;protein_263,GCF_003050665.1;protein_1057
GCF_016748085.1;protein_781,GCF_002952675.1;protein_889,GCF_002951975.1;protein_884,GCF_002952595.1;protein_884,GCF_001653415.1;protein_787,GCF_900638475.1;protein_869,GCF_016749215.1;protein_657,GCF_019974055.1;protein_692,GCF_013122055.1;protein_746,GCF_003050665.1;protein_149
GCF_016748085.1;protein_782,GCF_002952675.1;protein_890,GCF_002951975.1;protein_885,GCF_002952595.1;protein_885,GCF_001653415.1;protein_788,GCF_900638475.1;protein_870,GCF_016749215.1;protein_656,GCF_019974055.1;protein_691,GCF_013122055.1;protein_745,GCF_003050665.1;protein_150
GCF_016748085.1;protein_783,GCF_002952675.1;protein_891,GCF_002951975.1;protein_886,GCF_002952595.1;protein_886,GCF_001653415.1;protein_789,GCF_900638475.1;protein_871,GCF_016749215.1;protein_655,GCF_019974055.1;protein_690,GCF_013122055.1;protein_744,GCF_003050665.1;protein_151
GCF_016748085.1;protein_784,GCF_002952675.1;protein_892,GCF_002951975.1;protein_887,GCF_002952595.1;protein_887,GCF_001653415.1;protein_790,GCF_900638475.1;protein_872,GCF_016749215.1;protein_654,GCF_019974055.1;protein_689,GCF_013122055.1;protein_743,GCF_003050665.1;protein_152
GCF_016748085.1;protein_785,GCF_002952675.1;protein_893,GCF_002951975.1;protein_888,GCF_002952595.1;protein_888,GCF_001653415.1;protein_791,GCF_900638475.1;protein_873,GCF_016749215.1;protein_653,GCF_019974055.1;protein_688,GCF_013122055.1;protein_742,GCF_003050665.1;protein_153
GCF_016748085.1;protein_786,GCF_002952675.1;protein_894,GCF_002951975.1;protein_889,GCF_002952595.1;protein_889,GCF_001653415.1;protein_792,GCF_900638475.1;protein_874,GCF_016749215.1;protein_652,GCF_019974055.1;protein_687,GCF_013122055.1;protein_741,GCF_003050665.1;protein_154
GCF_016748085.1;protein_787,GCF_002952675.1;protein_895,GCF_002951975.1;protein_890,GCF_002952595.1;protein_890,GCF_001653415.1;protein_793,GCF_900638475.1;protein_875,GCF_016749215.1;protein_651,GCF_019974055.1;protein_686,GCF_013122055.1;protein_740,GCF_003050665.1;protein_155
GCF_016748085.1;protein_788,GCF_002952675.1;protein_896,GCF_002951975.1;protein_891,GCF_002952595.1;protein_891,GCF_001653415.1;protein_794,GCF_900638475.1;protein_876,GCF_016749215.1;protein_650,GCF_019974055.1;protein_685,GCF_013122055.1;protein_739,GCF_003050665.1;protein_156
GCF_016748085.1;protein_789,GCF_002952675.1;protein_897,GCF_002951975.1;protein_892,GCF_002952595.1;protein_892,GCF_001653415.1;protein_795,GCF_900638475.1;protein_877,GCF_016749215.1;protein_649,GCF_019974055.1;protein_684,GCF_013122055.1;protein_738,GCF_003050665.1;protein_157
GCF_016748085.1;protein_79,GCF_002952675.1;protein_1361,GCF_002951975.1;protein_1356,GCF_002952595.1;protein_1356,GCF_001653415.1;protein_137,GCF_900638475.1;protein_230,GCF_016749215.1;protein_85,GCF_019974055.1;protein_267,GCF_013122055.1;protein_264,GCF_003050665.1;protein_1058
GCF_016748085.1;protein_790,GCF_002952675.1;protein_898,GCF_002951975.1;protein_893,GCF_002952595.1;protein_893,GCF_001653415.1;protein_796,GCF_900638475.1;protein_878,GCF_016749215.1;protein_648,GCF_019974055.1;protein_683,GCF_013122055.1;protein_737,GCF_003050665.1;protein_158
GCF_016748085.1;protein_791,GCF_002952675.1;protein_899,GCF_002951975.1;protein_894,GCF_002952595.1;protein_894,GCF_001653415.1;protein_797,GCF_900638475.1;protein_879,GCF_016749215.1;protein_647,GCF_019974055.1;protein_682,GCF_013122055.1;protein_736,GCF_003050665.1;protein_159
GCF_016748085.1;protein_792,GCF_002952675.1;protein_900,GCF_002951975.1;protein_895,GCF_002952595.1;protein_895,GCF_001653415.1;protein_798,GCF_900638475.1;protein_880,GCF_016749215.1;protein_646,GCF_019974055.1;protein_681,GCF_013122055.1;protein_735,GCF_003050665.1;protein_160
GCF_016748085.1;protein_793,GCF_002952675.1;protein_901,GCF_002951975.1;protein_896,GCF_002952595.1;protein_896,GCF_001653415.1;protein_799,GCF_900638475.1;protein_881,GCF_016749215.1;protein_645,GCF_019974055.1;protein_680,GCF_013122055.1;protein_734,GCF_003050665.1;protein_161
GCF_016748085.1;protein_794,GCF_002952675.1;protein_902,GCF_002951975.1;protein_897,GCF_002952595.1;protein_897,GCF_001653415.1;protein_801,GCF_900638475.1;protein_882,GCF_016749215.1;protein_643,GCF_019974055.1;protein_679,GCF_013122055.1;protein_733,GCF_003050665.1;protein_163
GCF_016748085.1;protein_795,GCF_002952675.1;protein_903,GCF_002951975.1;protein_898,GCF_002952595.1;protein_898,GCF_001653415.1;protein_802,GCF_900638475.1;protein_883,GCF_016749215.1;protein_642,GCF_019974055.1;protein_678,GCF_013122055.1;protein_732,GCF_003050665.1;protein_164
GCF_016748085.1;protein_796,GCF_002952675.1;protein_904,GCF_002951975.1;protein_899,GCF_002952595.1;protein_899,GCF_001653415.1;protein_803,GCF_900638475.1;protein_884,GCF_016749215.1;protein_641,GCF_019974055.1;protein_677,GCF_013122055.1;protein_731,GCF_003050665.1;protein_165
GCF_016748085.1;protein_797,GCF_002952675.1;protein_905,GCF_002951975.1;protein_900,GCF_002952595.1;protein_900,GCF_001653415.1;protein_804,GCF_900638475.1;protein_885,GCF_016749215.1;protein_640,GCF_019974055.1;protein_676,GCF_013122055.1;protein_730,GCF_003050665.1;protein_166
GCF_016748085.1;protein_798,GCF_002952675.1;protein_906,GCF_002951975.1;protein_901,GCF_002952595.1;protein_901,GCF_001653415.1;protein_805,GCF_900638475.1;protein_886,GCF_016749215.1;protein_639,GCF_019974055.1;protein_675,GCF_013122055.1;protein_729,GCF_003050665.1;protein_167
GCF_016748085.1;protein_799,GCF_002952675.1;protein_907,GCF_002951975.1;protein_902,GCF_002952595.1;protein_902,GCF_001653415.1;protein_806,GCF_900638475.1;protein_887,GCF_016749215.1;protein_638,GCF_019974055.1;protein_674,GCF_013122055.1;protein_728,GCF_003050665.1;protein_168
GCF_016748085.1;protein_8,GCF_002952675.1;protein_1476,GCF_002951975.1;protein_1472,GCF_002952595.1;protein_1471,GCF_001653415.1;protein_63,GCF_900638475.1;protein_161,GCF_016749215.1;protein_9,GCF_019974055.1;protein_171,GCF_013122055.1;protein_194,GCF_003050665.1;protein_985
GCF_016748085.1;protein_80,GCF_002952675.1;protein_1360,GCF_002951975.1;protein_1355,GCF_002952595.1;protein_1355,GCF_001653415.1;protein_138,GCF_900638475.1;protein_231,GCF_016749215.1;protein_86,GCF_019974055.1;protein_268,GCF_013122055.1;protein_265,GCF_003050665.1;protein_1059
GCF_016748085.1;protein_800,GCF_002952675.1;protein_908,GCF_002951975.1;protein_903,GCF_002952595.1;protein_903,GCF_001653415.1;protein_807,GCF_900638475.1;protein_888,GCF_016749215.1;protein_637,GCF_019974055.1;protein_673,GCF_013122055.1;protein_727,GCF_003050665.1;protein_169
GCF_016748085.1;protein_802,GCF_002952675.1;protein_910,GCF_002951975.1;protein_905,GCF_002952595.1;protein_905,GCF_001653415.1;protein_809,GCF_900638475.1;protein_892,GCF_016749215.1;protein_631,GCF_019974055.1;protein_668,GCF_013122055.1;protein_725,GCF_003050665.1;protein_171
GCF_016748085.1;protein_803,GCF_002952675.1;protein_911,GCF_002951975.1;protein_906,GCF_002952595.1;protein_906,GCF_001653415.1;protein_810,GCF_900638475.1;protein_893,GCF_016749215.1;protein_630,GCF_019974055.1;protein_667,GCF_013122055.1;protein_724,GCF_003050665.1;protein_172
GCF_016748085.1;protein_804,GCF_002952675.1;protein_912,GCF_002951975.1;protein_907,GCF_002952595.1;protein_907,GCF_001653415.1;protein_811,GCF_900638475.1;protein_894,GCF_016749215.1;protein_629,GCF_019974055.1;protein_666,GCF_013122055.1;protein_723,GCF_003050665.1;protein_173
GCF_016748085.1;protein_805,GCF_002952675.1;protein_913,GCF_002951975.1;protein_908,GCF_002952595.1;protein_908,GCF_001653415.1;protein_812,GCF_900638475.1;protein_895,GCF_016749215.1;protein_628,GCF_019974055.1;protein_665,GCF_013122055.1;protein_722,GCF_003050665.1;protein_174
GCF_016748085.1;protein_806,GCF_002952675.1;protein_914,GCF_002951975.1;protein_909,GCF_002952595.1;protein_909,GCF_001653415.1;protein_813,GCF_900638475.1;protein_896,GCF_016749215.1;protein_627,GCF_019974055.1;protein_664,GCF_013122055.1;protein_721,GCF_003050665.1;protein_175
GCF_016748085.1;protein_807,GCF_002952675.1;protein_915,GCF_002951975.1;protein_910,GCF_002952595.1;protein_910,GCF_001653415.1;protein_814,GCF_900638475.1;protein_897,GCF_016749215.1;protein_626,GCF_019974055.1;protein_663,GCF_013122055.1;protein_720,GCF_003050665.1;protein_176
GCF_016748085.1;protein_808,GCF_002952675.1;protein_916,GCF_002951975.1;protein_911,GCF_002952595.1;protein_911,GCF_001653415.1;protein_815,GCF_900638475.1;protein_898,GCF_016749215.1;protein_625,GCF_019974055.1;protein_662,GCF_013122055.1;protein_719,GCF_003050665.1;protein_177
GCF_016748085.1;protein_809,GCF_002952675.1;protein_917,GCF_002951975.1;protein_912,GCF_002952595.1;protein_912,GCF_001653415.1;protein_816,GCF_900638475.1;protein_899,GCF_016749215.1;protein_624,GCF_019974055.1;protein_661,GCF_013122055.1;protein_718,GCF_003050665.1;protein_178
GCF_016748085.1;protein_81,GCF_002952675.1;protein_1359,GCF_002951975.1;protein_1354,GCF_002952595.1;protein_1354,GCF_001653415.1;protein_139,GCF_900638475.1;protein_232,GCF_016749215.1;protein_87,GCF_019974055.1;protein_269,GCF_013122055.1;protein_266,GCF_003050665.1;protein_1060
GCF_016748085.1;protein_810,GCF_002952675.1;protein_918,GCF_002951975.1;protein_913,GCF_002952595.1;protein_913,GCF_001653415.1;protein_817,GCF_900638475.1;protein_900,GCF_016749215.1;protein_623,GCF_019974055.1;protein_660,GCF_013122055.1;protein_717,GCF_003050665.1;protein_179
GCF_016748085.1;protein_811,GCF_002952675.1;protein_919,GCF_002951975.1;protein_914,GCF_002952595.1;protein_914,GCF_001653415.1;protein_818,GCF_900638475.1;protein_901,GCF_016749215.1;protein_622,GCF_019974055.1;protein_659,GCF_013122055.1;protein_716,GCF_003050665.1;protein_180
GCF_016748085.1;protein_812,GCF_002952675.1;protein_920,GCF_002951975.1;protein_915,GCF_002952595.1;protein_915,GCF_001653415.1;protein_819,GCF_900638475.1;protein_902,GCF_016749215.1;protein_621,GCF_019974055.1;protein_658,GCF_013122055.1;protein_715,GCF_003050665.1;protein_181
GCF_016748085.1;protein_813,GCF_002952675.1;protein_921,GCF_002951975.1;protein_916,GCF_002952595.1;protein_916,GCF_001653415.1;protein_820,GCF_900638475.1;protein_903,GCF_016749215.1;protein_620,GCF_019974055.1;protein_657,GCF_013122055.1;protein_714,GCF_003050665.1;protein_182
GCF_016748085.1;protein_814,GCF_002952675.1;protein_922,GCF_002951975.1;protein_917,GCF_002952595.1;protein_917,GCF_001653415.1;protein_821,GCF_900638475.1;protein_904,GCF_016749215.1;protein_619,GCF_019974055.1;protein_656,GCF_013122055.1;protein_713,GCF_003050665.1;protein_183
GCF_016748085.1;protein_815,GCF_002952675.1;protein_923,GCF_002951975.1;protein_918,GCF_002952595.1;protein_918,GCF_001653415.1;protein_822,GCF_900638475.1;protein_905,GCF_016749215.1;protein_618,GCF_019974055.1;protein_655,GCF_013122055.1;protein_712,GCF_003050665.1;protein_184
GCF_016748085.1;protein_816,GCF_002952675.1;protein_924,GCF_002951975.1;protein_919,GCF_002952595.1;protein_919,GCF_001653415.1;protein_823,GCF_900638475.1;protein_906,GCF_016749215.1;protein_617,GCF_019974055.1;protein_654,GCF_013122055.1;protein_711,GCF_003050665.1;protein_185
GCF_016748085.1;protein_817,GCF_002952675.1;protein_925,GCF_002951975.1;protein_920,GCF_002952595.1;protein_920,GCF_001653415.1;protein_824,GCF_900638475.1;protein_907,GCF_016749215.1;protein_616,GCF_019974055.1;protein_653,GCF_013122055.1;protein_710,GCF_003050665.1;protein_186
GCF_016748085.1;protein_819,GCF_002952675.1;protein_927,GCF_002951975.1;protein_922,GCF_002952595.1;protein_922,GCF_001653415.1;protein_826,GCF_900638475.1;protein_909,GCF_016749215.1;protein_614,GCF_019974055.1;protein_651,GCF_013122055.1;protein_708,GCF_003050665.1;protein_188
GCF_016748085.1;protein_82,GCF_002952675.1;protein_1358,GCF_002951975.1;protein_1353,GCF_002952595.1;protein_1353,GCF_001653415.1;protein_140,GCF_900638475.1;protein_233,GCF_016749215.1;protein_88,GCF_019974055.1;protein_270,GCF_013122055.1;protein_267,GCF_003050665.1;protein_1061
GCF_016748085.1;protein_820,GCF_002952675.1;protein_928,GCF_002951975.1;protein_923,GCF_002952595.1;protein_923,GCF_001653415.1;protein_827,GCF_900638475.1;protein_910,GCF_016749215.1;protein_613,GCF_019974055.1;protein_650,GCF_013122055.1;protein_707,GCF_003050665.1;protein_189
GCF_016748085.1;protein_821,GCF_002952675.1;protein_929,GCF_002951975.1;protein_924,GCF_002952595.1;protein_924,GCF_001653415.1;protein_828,GCF_900638475.1;protein_911,GCF_016749215.1;protein_612,GCF_019974055.1;protein_649,GCF_013122055.1;protein_706,GCF_003050665.1;protein_190
GCF_016748085.1;protein_822,GCF_002952675.1;protein_930,GCF_002951975.1;protein_925,GCF_002952595.1;protein_925,GCF_001653415.1;protein_829,GCF_900638475.1;protein_912,GCF_016749215.1;protein_611,GCF_019974055.1;protein_648,GCF_013122055.1;protein_705,GCF_003050665.1;protein_191
GCF_016748085.1;protein_823,GCF_002952675.1;protein_931,GCF_002951975.1;protein_926,GCF_002952595.1;protein_926,GCF_001653415.1;protein_830,GCF_900638475.1;protein_913,GCF_016749215.1;protein_610,GCF_019974055.1;protein_647,GCF_013122055.1;protein_704,GCF_003050665.1;protein_192
GCF_016748085.1;protein_824,GCF_002952675.1;protein_932,GCF_002951975.1;protein_927,GCF_002952595.1;protein_927,GCF_001653415.1;protein_831,GCF_900638475.1;protein_914,GCF_016749215.1;protein_609,GCF_019974055.1;protein_646,GCF_013122055.1;protein_703,GCF_003050665.1;protein_193
GCF_016748085.1;protein_825,GCF_002952675.1;protein_933,GCF_002951975.1;protein_928,GCF_002952595.1;protein_928,GCF_001653415.1;protein_832,GCF_900638475.1;protein_915,GCF_016749215.1;protein_608,GCF_019974055.1;protein_645,GCF_013122055.1;protein_702,GCF_003050665.1;protein_194
GCF_016748085.1;protein_826,GCF_002952675.1;protein_934,GCF_002951975.1;protein_929,GCF_002952595.1;protein_929,GCF_001653415.1;protein_833,GCF_900638475.1;protein_916,GCF_016749215.1;protein_607,GCF_019974055.1;protein_644,GCF_013122055.1;protein_701,GCF_003050665.1;protein_195
GCF_016748085.1;protein_827,GCF_002952675.1;protein_935,GCF_002951975.1;protein_930,GCF_002952595.1;protein_930,GCF_001653415.1;protein_834,GCF_900638475.1;protein_917,GCF_016749215.1;protein_606,GCF_019974055.1;protein_643,GCF_013122055.1;protein_700,GCF_003050665.1;protein_196
GCF_016748085.1;protein_828,GCF_002952675.1;protein_936,GCF_002951975.1;protein_931,GCF_002952595.1;protein_931,GCF_001653415.1;protein_835,GCF_900638475.1;protein_918,GCF_016749215.1;protein_605,GCF_019974055.1;protein_642,GCF_013122055.1;protein_699,GCF_003050665.1;protein_197
GCF_016748085.1;protein_829,GCF_002952675.1;protein_937,GCF_002951975.1;protein_932,GCF_002952595.1;protein_932,GCF_001653415.1;protein_836,GCF_900638475.1;protein_919,GCF_016749215.1;protein_604,GCF_019974055.1;protein_641,GCF_013122055.1;protein_698,GCF_003050665.1;protein_198
GCF_016748085.1;protein_830,GCF_002952675.1;protein_938,GCF_002951975.1;protein_933,GCF_002952595.1;protein_933,GCF_001653415.1;protein_837,GCF_900638475.1;protein_920,GCF_016749215.1;protein_603,GCF_019974055.1;protein_640,GCF_013122055.1;protein_697,GCF_003050665.1;protein_199
GCF_016748085.1;protein_831,GCF_002952675.1;protein_939,GCF_002951975.1;protein_934,GCF_002952595.1;protein_934,GCF_001653415.1;protein_838,GCF_900638475.1;protein_921,GCF_016749215.1;protein_602,GCF_019974055.1;protein_639,GCF_013122055.1;protein_696,GCF_003050665.1;protein_200
GCF_016748085.1;protein_832,GCF_002952675.1;protein_940,GCF_002951975.1;protein_935,GCF_002952595.1;protein_935,GCF_001653415.1;protein_839,GCF_900638475.1;protein_922,GCF_016749215.1;protein_601,GCF_019974055.1;protein_638,GCF_013122055.1;protein_695,GCF_003050665.1;protein_201
GCF_016748085.1;protein_833,GCF_002952675.1;protein_941,GCF_002951975.1;protein_936,GCF_002952595.1;protein_936,GCF_001653415.1;protein_840,GCF_900638475.1;protein_923,GCF_016749215.1;protein_600,GCF_019974055.1;protein_637,GCF_013122055.1;protein_694,GCF_003050665.1;protein_202
GCF_016748085.1;protein_834,GCF_002952675.1;protein_942,GCF_002951975.1;protein_937,GCF_002952595.1;protein_937,GCF_001653415.1;protein_841,GCF_900638475.1;protein_924,GCF_016749215.1;protein_599,GCF_019974055.1;protein_636,GCF_013122055.1;protein_693,GCF_003050665.1;protein_203
GCF_016748085.1;protein_835,GCF_002952675.1;protein_943,GCF_002951975.1;protein_938,GCF_002952595.1;protein_938,GCF_001653415.1;protein_842,GCF_900638475.1;protein_925,GCF_016749215.1;protein_598,GCF_019974055.1;protein_635,GCF_013122055.1;protein_692,GCF_003050665.1;protein_204
GCF_016748085.1;protein_836,GCF_002952675.1;protein_944,GCF_002951975.1;protein_939,GCF_002952595.1;protein_939,GCF_001653415.1;protein_843,GCF_900638475.1;protein_926,GCF_016749215.1;protein_597,GCF_019974055.1;protein_634,GCF_013122055.1;protein_691,GCF_003050665.1;protein_205
GCF_016748085.1;protein_837,GCF_002952675.1;protein_945,GCF_002951975.1;protein_940,GCF_002952595.1;protein_940,GCF_001653415.1;protein_844,GCF_900638475.1;protein_927,GCF_016749215.1;protein_596,GCF_019974055.1;protein_633,GCF_013122055.1;protein_690,GCF_003050665.1;protein_206
GCF_016748085.1;protein_838,GCF_002952675.1;protein_946,GCF_002951975.1;protein_941,GCF_002952595.1;protein_941,GCF_001653415.1;protein_845,GCF_900638475.1;protein_928,GCF_016749215.1;protein_595,GCF_019974055.1;protein_632,GCF_013122055.1;protein_689,GCF_003050665.1;protein_207
GCF_016748085.1;protein_839,GCF_002952675.1;protein_947,GCF_002951975.1;protein_942,GCF_002952595.1;protein_942,GCF_001653415.1;protein_846,GCF_900638475.1;protein_929,GCF_016749215.1;protein_594,GCF_019974055.1;protein_631,GCF_013122055.1;protein_688,GCF_003050665.1;protein_208
GCF_016748085.1;protein_84,GCF_002952675.1;protein_1356,GCF_002951975.1;protein_1351,GCF_002952595.1;protein_1351,GCF_001653415.1;protein_142,GCF_900638475.1;protein_235,GCF_016749215.1;protein_90,GCF_019974055.1;protein_272,GCF_013122055.1;protein_269,GCF_003050665.1;protein_1063
GCF_016748085.1;protein_840,GCF_002952675.1;protein_948,GCF_002951975.1;protein_943,GCF_002952595.1;protein_943,GCF_001653415.1;protein_847,GCF_900638475.1;protein_930,GCF_016749215.1;protein_593,GCF_019974055.1;protein_630,GCF_013122055.1;protein_687,GCF_003050665.1;protein_209
GCF_016748085.1;protein_841,GCF_002952675.1;protein_949,GCF_002951975.1;protein_944,GCF_002952595.1;protein_944,GCF_001653415.1;protein_848,GCF_900638475.1;protein_931,GCF_016749215.1;protein_592,GCF_019974055.1;protein_629,GCF_013122055.1;protein_686,GCF_003050665.1;protein_210
GCF_016748085.1;protein_842,GCF_002952675.1;protein_950,GCF_002951975.1;protein_945,GCF_002952595.1;protein_945,GCF_001653415.1;protein_849,GCF_900638475.1;protein_932,GCF_016749215.1;protein_591,GCF_019974055.1;protein_628,GCF_013122055.1;protein_685,GCF_003050665.1;protein_211
GCF_016748085.1;protein_843,GCF_002952675.1;protein_951,GCF_002951975.1;protein_946,GCF_002952595.1;protein_946,GCF_001653415.1;protein_850,GCF_900638475.1;protein_933,GCF_016749215.1;protein_590,GCF_019974055.1;protein_627,GCF_013122055.1;protein_684,GCF_003050665.1;protein_212
GCF_016748085.1;protein_844,GCF_002952675.1;protein_952,GCF_002951975.1;protein_947,GCF_002952595.1;protein_947,GCF_001653415.1;protein_851,GCF_900638475.1;protein_934,GCF_016749215.1;protein_589,GCF_019974055.1;protein_626,GCF_013122055.1;protein_683,GCF_003050665.1;protein_213
GCF_016748085.1;protein_845,GCF_002952675.1;protein_953,GCF_002951975.1;protein_948,GCF_002952595.1;protein_948,GCF_001653415.1;protein_852,GCF_900638475.1;protein_935,GCF_016749215.1;protein_588,GCF_019974055.1;protein_625,GCF_013122055.1;protein_682,GCF_003050665.1;protein_214
GCF_016748085.1;protein_846,GCF_002952675.1;protein_954,GCF_002951975.1;protein_949,GCF_002952595.1;protein_949,GCF_001653415.1;protein_853,GCF_900638475.1;protein_936,GCF_016749215.1;protein_587,GCF_019974055.1;protein_624,GCF_013122055.1;protein_681,GCF_003050665.1;protein_215
GCF_016748085.1;protein_847,GCF_002952675.1;protein_955,GCF_002951975.1;protein_950,GCF_002952595.1;protein_950,GCF_001653415.1;protein_854,GCF_900638475.1;protein_937,GCF_016749215.1;protein_586,GCF_019974055.1;protein_623,GCF_013122055.1;protein_680,GCF_003050665.1;protein_216
GCF_016748085.1;protein_848,GCF_002952675.1;protein_956,GCF_002951975.1;protein_951,GCF_002952595.1;protein_951,GCF_001653415.1;protein_855,GCF_900638475.1;protein_938,GCF_016749215.1;protein_585,GCF_019974055.1;protein_622,GCF_013122055.1;protein_679,GCF_003050665.1;protein_217
GCF_016748085.1;protein_849,GCF_002952675.1;protein_957,GCF_002951975.1;protein_952,GCF_002952595.1;protein_952,GCF_001653415.1;protein_856,GCF_900638475.1;protein_939,GCF_016749215.1;protein_584,GCF_019974055.1;protein_621,GCF_013122055.1;protein_678,GCF_003050665.1;protein_218
GCF_016748085.1;protein_850,GCF_002952675.1;protein_958,GCF_002951975.1;protein_953,GCF_002952595.1;protein_953,GCF_001653415.1;protein_857,GCF_900638475.1;protein_940,GCF_016749215.1;protein_583,GCF_019974055.1;protein_620,GCF_013122055.1;protein_677,GCF_003050665.1;protein_219
GCF_016748085.1;protein_851,GCF_002952675.1;protein_959,GCF_002951975.1;protein_954,GCF_002952595.1;protein_954,GCF_001653415.1;protein_858,GCF_900638475.1;protein_941,GCF_016749215.1;protein_582,GCF_019974055.1;protein_619,GCF_013122055.1;protein_676,GCF_003050665.1;protein_220
GCF_016748085.1;protein_852,GCF_002952675.1;protein_960,GCF_002951975.1;protein_955,GCF_002952595.1;protein_955,GCF_001653415.1;protein_859,GCF_900638475.1;protein_942,GCF_016749215.1;protein_581,GCF_019974055.1;protein_618,GCF_013122055.1;protein_675,GCF_003050665.1;protein_221
GCF_016748085.1;protein_853,GCF_002952675.1;protein_961,GCF_002951975.1;protein_956,GCF_002952595.1;protein_956,GCF_001653415.1;protein_860,GCF_900638475.1;protein_943,GCF_016749215.1;protein_580,GCF_019974055.1;protein_617,GCF_013122055.1;protein_674,GCF_003050665.1;protein_222
