GCF_000685705.1,GCF_020735805.1,GCF_021184145.1,GCF_017821655.1,GCF_016757555.1,GCF_006337485.1,GCF_006337745.1,GCF_030323385.1,GCF_002952455.1,GCF_002952675.1
GCF_000685705.1;protein_657,GCF_020735805.1;protein_1513,GCF_021184145.1;protein_325,GCF_017821655.1;protein_926,GCF_016757555.1;protein_961,GCF_006337485.1;protein_490,GCF_006337745.1;protein_554,GCF_030323385.1;protein_1132,GCF_002952455.1;protein_507,GCF_002952675.1;protein_508
GCF_000685705.1;protein_66,GCF_020735805.1;protein_356,GCF_021184145.1;protein_730,GCF_017821655.1;protein_1473,GCF_016757555.1;protein_1313,GCF_006337485.1;protein_137,GCF_006337745.1;protein_152,GCF_030323385.1;protein_1484,GCF_002952455.1;protein_1412,GCF_002952675.1;protein_1417
GCF_000685705.1;protein_662,GCF_020735805.1;protein_1507,GCF_021184145.1;protein_323,GCF_017821655.1;protein_923,GCF_016757555.1;protein_959,GCF_006337485.1;protein_494,GCF_006337745.1;protein_560,GCF_030323385.1;protein_1088,GCF_002952455.1;protein_511,GCF_002952675.1;protein_513
GCF_000685705.1;protein_663,GCF_020735805.1;protein_1506,GCF_021184145.1;protein_322,GCF_017821655.1;protein_922,GCF_016757555.1;protein_958,GCF_006337485.1;protein_495,GCF_006337745.1;protein_561,GCF_030323385.1;protein_1087,GCF_002952455.1;protein_512,GCF_002952675.1;protein_514
GCF_000685705.1;protein_664,GCF_020735805.1;protein_1505,GCF_021184145.1;protein_321,GCF_017821655.1;protein_921,GCF_016757555.1;protein_957,GCF_006337485.1;protein_496,GCF_006337745.1;protein_562,GCF_030323385.1;protein_1086,GCF_002952455.1;protein_513,GCF_002952675.1;protein_515
GCF_000685705.1;protein_665,GCF_020735805.1;protein_1504,GCF_021184145.1;protein_320,GCF_017821655.1;protein_920,GCF_016757555.1;protein_956,GCF_006337485.1;protein_497,GCF_006337745.1;protein_563,GCF_030323385.1;protein_1085,GCF_002952455.1;protein_514,GCF_002952675.1;protein_516
GCF_000685705.1;protein_666,GCF_020735805.1;protein_1503,GCF_021184145.1;protein_319,GCF_017821655.1;protein_919,GCF_016757555.1;protein_955,GCF_006337485.1;protein_498,GCF_006337745.1;protein_564,GCF_030323385.1;protein_1084,GCF_002952455.1;protein_515,GCF_002952675.1;protein_517
GCF_000685705.1;protein_667,GCF_020735805.1;protein_1502,GCF_021184145.1;protein_318,GCF_017821655.1;protein_918,GCF_016757555.1;protein_954,GCF_006337485.1;protein_499,GCF_006337745.1;protein_565,GCF_030323385.1;protein_1083,GCF_002952455.1;protein_516,GCF_002952675.1;protein_518
GCF_000685705.1;protein_668,GCF_020735805.1;protein_1501,GCF_021184145.1;protein_317,GCF_017821655.1;protein_917,GCF_016757555.1;protein_953,GCF_006337485.1;protein_500,GCF_006337745.1;protein_566,GCF_030323385.1;protein_1082,GCF_002952455.1;protein_517,GCF_002952675.1;protein_519
GCF_000685705.1;protein_669,GCF_020735805.1;protein_1500,GCF_021184145.1;protein_316,GCF_017821655.1;protein_916,GCF_016757555.1;protein_952,GCF_006337485.1;protein_501,GCF_006337745.1;protein_567,GCF_030323385.1;protein_1081,GCF_002952455.1;protein_518,GCF_002952675.1;protein_520
GCF_000685705.1;protein_67,GCF_020735805.1;protein_357,GCF_021184145.1;protein_731,GCF_017821655.1;protein_1472,GCF_016757555.1;protein_1314,GCF_006337485.1;protein_136,GCF_006337745.1;protein_151,GCF_030323385.1;protein_1485,GCF_002952455.1;protein_1413,GCF_002952675.1;protein_1418
GCF_000685705.1;protein_670,GCF_020735805.1;protein_1499,GCF_021184145.1;protein_315,GCF_017821655.1;protein_915,GCF_016757555.1;protein_951,GCF_006337485.1;protein_502,GCF_006337745.1;protein_568,GCF_030323385.1;protein_1080,GCF_002952455.1;protein_519,GCF_002952675.1;protein_521
GCF_000685705.1;protein_671,GCF_020735805.1;protein_1498,GCF_021184145.1;protein_314,GCF_017821655.1;protein_914,GCF_016757555.1;protein_950,GCF_006337485.1;protein_503,GCF_006337745.1;protein_569,GCF_030323385.1;protein_1079,GCF_002952455.1;protein_520,GCF_002952675.1;protein_522
GCF_000685705.1;protein_672,GCF_020735805.1;protein_1497,GCF_021184145.1;protein_313,GCF_017821655.1;protein_913,GCF_016757555.1;protein_949,GCF_006337485.1;protein_504,GCF_006337745.1;protein_570,GCF_030323385.1;protein_1078,GCF_002952455.1;protein_521,GCF_002952675.1;protein_523
GCF_000685705.1;protein_673,GCF_020735805.1;protein_1496,GCF_021184145.1;protein_312,GCF_017821655.1;protein_912,GCF_016757555.1;protein_948,GCF_006337485.1;protein_505,GCF_006337745.1;protein_571,GCF_030323385.1;protein_1077,GCF_002952455.1;protein_522,GCF_002952675.1;protein_524
GCF_000685705.1;protein_677,GCF_020735805.1;protein_1489,GCF_021184145.1;protein_307,GCF_017821655.1;protein_907,GCF_016757555.1;protein_943,GCF_006337485.1;protein_509,GCF_006337745.1;protein_576,GCF_030323385.1;protein_1069,GCF_002952455.1;protein_528,GCF_002952675.1;protein_530
GCF_000685705.1;protein_678,GCF_020735805.1;protein_1488,GCF_021184145.1;protein_306,GCF_017821655.1;protein_906,GCF_016757555.1;protein_942,GCF_006337485.1;protein_510,GCF_006337745.1;protein_577,GCF_030323385.1;protein_1068,GCF_002952455.1;protein_529,GCF_002952675.1;protein_531
GCF_000685705.1;protein_679,GCF_020735805.1;protein_1487,GCF_021184145.1;protein_305,GCF_017821655.1;protein_905,GCF_016757555.1;protein_941,GCF_006337485.1;protein_511,GCF_006337745.1;protein_578,GCF_030323385.1;protein_1067,GCF_002952455.1;protein_530,GCF_002952675.1;protein_532
GCF_000685705.1;protein_68,GCF_020735805.1;protein_358,GCF_021184145.1;protein_732,GCF_017821655.1;protein_1471,GCF_016757555.1;protein_1315,GCF_006337485.1;protein_135,GCF_006337745.1;protein_150,GCF_030323385.1;protein_1486,GCF_002952455.1;protein_1414,GCF_002952675.1;protein_1419
GCF_000685705.1;protein_680,GCF_020735805.1;protein_1486,GCF_021184145.1;protein_304,GCF_017821655.1;protein_904,GCF_016757555.1;protein_940,GCF_006337485.1;protein_512,GCF_006337745.1;protein_579,GCF_030323385.1;protein_1066,GCF_002952455.1;protein_531,GCF_002952675.1;protein_533
GCF_000685705.1;protein_681,GCF_020735805.1;protein_1485,GCF_021184145.1;protein_303,GCF_017821655.1;protein_903,GCF_016757555.1;protein_939,GCF_006337485.1;protein_513,GCF_006337745.1;protein_580,GCF_030323385.1;protein_1065,GCF_002952455.1;protein_532,GCF_002952675.1;protein_534
GCF_000685705.1;protein_682,GCF_020735805.1;protein_1484,GCF_021184145.1;protein_302,GCF_017821655.1;protein_902,GCF_016757555.1;protein_938,GCF_006337485.1;protein_514,GCF_006337745.1;protein_581,GCF_030323385.1;protein_1064,GCF_002952455.1;protein_533,GCF_002952675.1;protein_535
GCF_000685705.1;protein_683,GCF_020735805.1;protein_1483,GCF_021184145.1;protein_301,GCF_017821655.1;protein_901,GCF_016757555.1;protein_937,GCF_006337485.1;protein_515,GCF_006337745.1;protein_582,GCF_030323385.1;protein_1063,GCF_002952455.1;protein_534,GCF_002952675.1;protein_536
GCF_000685705.1;protein_684,GCF_020735805.1;protein_1482,GCF_021184145.1;protein_300,GCF_017821655.1;protein_900,GCF_016757555.1;protein_936,GCF_006337485.1;protein_516,GCF_006337745.1;protein_583,GCF_030323385.1;protein_1062,GCF_002952455.1;protein_535,GCF_002952675.1;protein_537
GCF_000685705.1;protein_685,GCF_020735805.1;protein_1481,GCF_021184145.1;protein_299,GCF_017821655.1;protein_899,GCF_016757555.1;protein_935,GCF_006337485.1;protein_517,GCF_006337745.1;protein_584,GCF_030323385.1;protein_1061,GCF_002952455.1;protein_536,GCF_002952675.1;protein_538
GCF_000685705.1;protein_686,GCF_020735805.1;protein_1480,GCF_021184145.1;protein_298,GCF_017821655.1;protein_898,GCF_016757555.1;protein_934,GCF_006337485.1;protein_518,GCF_006337745.1;protein_585,GCF_030323385.1;protein_1060,GCF_002952455.1;protein_537,GCF_002952675.1;protein_539
GCF_000685705.1;protein_687,GCF_020735805.1;protein_1479,GCF_021184145.1;protein_297,GCF_017821655.1;protein_897,GCF_016757555.1;protein_933,GCF_006337485.1;protein_519,GCF_006337745.1;protein_586,GCF_030323385.1;protein_1059,GCF_002952455.1;protein_538,GCF_002952675.1;protein_540
GCF_000685705.1;protein_688,GCF_020735805.1;protein_1478,GCF_021184145.1;protein_296,GCF_017821655.1;protein_896,GCF_016757555.1;protein_932,GCF_006337485.1;protein_520,GCF_006337745.1;protein_587,GCF_030323385.1;protein_1058,GCF_002952455.1;protein_539,GCF_002952675.1;protein_541
GCF_000685705.1;protein_689,GCF_020735805.1;protein_1477,GCF_021184145.1;protein_295,GCF_017821655.1;protein_895,GCF_016757555.1;protein_931,GCF_006337485.1;protein_521,GCF_006337745.1;protein_588,GCF_030323385.1;protein_1057,GCF_002952455.1;protein_540,GCF_002952675.1;protein_542
GCF_000685705.1;protein_69,GCF_020735805.1;protein_359,GCF_021184145.1;protein_733,GCF_017821655.1;protein_1470,GCF_016757555.1;protein_1316,GCF_006337485.1;protein_134,GCF_006337745.1;protein_149,GCF_030323385.1;protein_1487,GCF_002952455.1;protein_1415,GCF_002952675.1;protein_1420
GCF_000685705.1;protein_690,GCF_020735805.1;protein_1476,GCF_021184145.1;protein_294,GCF_017821655.1;protein_894,GCF_016757555.1;protein_930,GCF_006337485.1;protein_522,GCF_006337745.1;protein_589,GCF_030323385.1;protein_1056,GCF_002952455.1;protein_541,GCF_002952675.1;protein_543
GCF_000685705.1;protein_691,GCF_020735805.1;protein_1473,GCF_021184145.1;protein_293,GCF_017821655.1;protein_893,GCF_016757555.1;protein_929,GCF_006337485.1;protein_523,GCF_006337745.1;protein_590,GCF_030323385.1;protein_1055,GCF_002952455.1;protein_544,GCF_002952675.1;protein_546
GCF_000685705.1;protein_692,GCF_020735805.1;protein_1472,GCF_021184145.1;protein_292,GCF_017821655.1;protein_892,GCF_016757555.1;protein_928,GCF_006337485.1;protein_524,GCF_006337745.1;protein_591,GCF_030323385.1;protein_1054,GCF_002952455.1;protein_545,GCF_002952675.1;protein_547
GCF_000685705.1;protein_694,GCF_020735805.1;protein_1471,GCF_021184145.1;protein_291,GCF_017821655.1;protein_891,GCF_016757555.1;protein_926,GCF_006337485.1;protein_526,GCF_006337745.1;protein_593,GCF_030323385.1;protein_1053,GCF_002952455.1;protein_546,GCF_002952675.1;protein_548
GCF_000685705.1;protein_695,GCF_020735805.1;protein_1470,GCF_021184145.1;protein_290,GCF_017821655.1;protein_890,GCF_016757555.1;protein_925,GCF_006337485.1;protein_527,GCF_006337745.1;protein_594,GCF_030323385.1;protein_1052,GCF_002952455.1;protein_547,GCF_002952675.1;protein_549
GCF_000685705.1;protein_696,GCF_020735805.1;protein_1469,GCF_021184145.1;protein_289,GCF_017821655.1;protein_889,GCF_016757555.1;protein_924,GCF_006337485.1;protein_528,GCF_006337745.1;protein_595,GCF_030323385.1;protein_1051,GCF_002952455.1;protein_548,GCF_002952675.1;protein_550
GCF_000685705.1;protein_697,GCF_020735805.1;protein_1468,GCF_021184145.1;protein_288,GCF_017821655.1;protein_888,GCF_016757555.1;protein_923,GCF_006337485.1;protein_529,GCF_006337745.1;protein_596,GCF_030323385.1;protein_1050,GCF_002952455.1;protein_549,GCF_002952675.1;protein_551
GCF_000685705.1;protein_698,GCF_020735805.1;protein_1467,GCF_021184145.1;protein_287,GCF_017821655.1;protein_887,GCF_016757555.1;protein_922,GCF_006337485.1;protein_530,GCF_006337745.1;protein_597,GCF_030323385.1;protein_1049,GCF_002952455.1;protein_550,GCF_002952675.1;protein_552
GCF_000685705.1;protein_699,GCF_020735805.1;protein_1466,GCF_021184145.1;protein_286,GCF_017821655.1;protein_886,GCF_016757555.1;protein_921,GCF_006337485.1;protein_531,GCF_006337745.1;protein_598,GCF_030323385.1;protein_1048,GCF_002952455.1;protein_551,GCF_002952675.1;protein_553
GCF_000685705.1;protein_7,GCF_020735805.1;protein_578,GCF_021184145.1;protein_955,GCF_017821655.1;protein_7,GCF_016757555.1;protein_7,GCF_006337485.1;protein_1487,GCF_006337745.1;protein_1484,GCF_030323385.1;protein_156,GCF_002952455.1;protein_1473,GCF_002952675.1;protein_1478
GCF_000685705.1;protein_70,GCF_020735805.1;protein_360,GCF_021184145.1;protein_734,GCF_017821655.1;protein_1469,GCF_016757555.1;protein_1317,GCF_006337485.1;protein_133,GCF_006337745.1;protein_148,GCF_030323385.1;protein_1488,GCF_002952455.1;protein_1416,GCF_002952675.1;protein_1421
GCF_000685705.1;protein_701,GCF_020735805.1;protein_1464,GCF_021184145.1;protein_284,GCF_017821655.1;protein_884,GCF_016757555.1;protein_918,GCF_006337485.1;protein_533,GCF_006337745.1;protein_600,GCF_030323385.1;protein_1046,GCF_002952455.1;protein_554,GCF_002952675.1;protein_556
GCF_000685705.1;protein_703,GCF_020735805.1;protein_1462,GCF_021184145.1;protein_282,GCF_017821655.1;protein_882,GCF_016757555.1;protein_916,GCF_006337485.1;protein_535,GCF_006337745.1;protein_602,GCF_030323385.1;protein_1044,GCF_002952455.1;protein_556,GCF_002952675.1;protein_558
GCF_000685705.1;protein_704,GCF_020735805.1;protein_1461,GCF_021184145.1;protein_281,GCF_017821655.1;protein_881,GCF_016757555.1;protein_915,GCF_006337485.1;protein_536,GCF_006337745.1;protein_603,GCF_030323385.1;protein_1043,GCF_002952455.1;protein_557,GCF_002952675.1;protein_559
GCF_000685705.1;protein_705,GCF_020735805.1;protein_1460,GCF_021184145.1;protein_280,GCF_017821655.1;protein_880,GCF_016757555.1;protein_914,GCF_006337485.1;protein_537,GCF_006337745.1;protein_604,GCF_030323385.1;protein_1042,GCF_002952455.1;protein_558,GCF_002952675.1;protein_560
GCF_000685705.1;protein_706,GCF_020735805.1;protein_1459,GCF_021184145.1;protein_279,GCF_017821655.1;protein_879,GCF_016757555.1;protein_913,GCF_006337485.1;protein_538,GCF_006337745.1;protein_605,GCF_030323385.1;protein_1041,GCF_002952455.1;protein_559,GCF_002952675.1;protein_561
GCF_000685705.1;protein_707,GCF_020735805.1;protein_1458,GCF_021184145.1;protein_278,GCF_017821655.1;protein_878,GCF_016757555.1;protein_912,GCF_006337485.1;protein_539,GCF_006337745.1;protein_606,GCF_030323385.1;protein_1040,GCF_002952455.1;protein_560,GCF_002952675.1;protein_562
GCF_000685705.1;protein_708,GCF_020735805.1;protein_1457,GCF_021184145.1;protein_277,GCF_017821655.1;protein_877,GCF_016757555.1;protein_911,GCF_006337485.1;protein_540,GCF_006337745.1;protein_607,GCF_030323385.1;protein_1039,GCF_002952455.1;protein_561,GCF_002952675.1;protein_563
GCF_000685705.1;protein_709,GCF_020735805.1;protein_1456,GCF_021184145.1;protein_276,GCF_017821655.1;protein_876,GCF_016757555.1;protein_910,GCF_006337485.1;protein_541,GCF_006337745.1;protein_608,GCF_030323385.1;protein_1038,GCF_002952455.1;protein_562,GCF_002952675.1;protein_564
GCF_000685705.1;protein_710,GCF_020735805.1;protein_1455,GCF_021184145.1;protein_275,GCF_017821655.1;protein_875,GCF_016757555.1;protein_909,GCF_006337485.1;protein_542,GCF_006337745.1;protein_609,GCF_030323385.1;protein_1037,GCF_002952455.1;protein_563,GCF_002952675.1;protein_565
GCF_000685705.1;protein_711,GCF_020735805.1;protein_1454,GCF_021184145.1;protein_274,GCF_017821655.1;protein_874,GCF_016757555.1;protein_908,GCF_006337485.1;protein_543,GCF_006337745.1;protein_610,GCF_030323385.1;protein_1036,GCF_002952455.1;protein_564,GCF_002952675.1;protein_566
GCF_000685705.1;protein_712,GCF_020735805.1;protein_1453,GCF_021184145.1;protein_273,GCF_017821655.1;protein_873,GCF_016757555.1;protein_907,GCF_006337485.1;protein_544,GCF_006337745.1;protein_611,GCF_030323385.1;protein_1035,GCF_002952455.1;protein_565,GCF_002952675.1;protein_567
GCF_000685705.1;protein_713,GCF_020735805.1;protein_1452,GCF_021184145.1;protein_272,GCF_017821655.1;protein_872,GCF_016757555.1;protein_906,GCF_006337485.1;protein_545,GCF_006337745.1;protein_612,GCF_030323385.1;protein_1034,GCF_002952455.1;protein_566,GCF_002952675.1;protein_568
GCF_000685705.1;protein_716,GCF_020735805.1;protein_1449,GCF_021184145.1;protein_269,GCF_017821655.1;protein_869,GCF_016757555.1;protein_903,GCF_006337485.1;protein_548,GCF_006337745.1;protein_615,GCF_030323385.1;protein_1031,GCF_002952455.1;protein_569,GCF_002952675.1;protein_571
GCF_000685705.1;protein_717,GCF_020735805.1;protein_1448,GCF_021184145.1;protein_268,GCF_017821655.1;protein_868,GCF_016757555.1;protein_902,GCF_006337485.1;protein_549,GCF_006337745.1;protein_616,GCF_030323385.1;protein_1030,GCF_002952455.1;protein_570,GCF_002952675.1;protein_572
GCF_000685705.1;protein_718,GCF_020735805.1;protein_1447,GCF_021184145.1;protein_267,GCF_017821655.1;protein_867,GCF_016757555.1;protein_901,GCF_006337485.1;protein_550,GCF_006337745.1;protein_617,GCF_030323385.1;protein_1029,GCF_002952455.1;protein_571,GCF_002952675.1;protein_573
GCF_000685705.1;protein_719,GCF_020735805.1;protein_1446,GCF_021184145.1;protein_266,GCF_017821655.1;protein_866,GCF_016757555.1;protein_900,GCF_006337485.1;protein_551,GCF_006337745.1;protein_618,GCF_030323385.1;protein_1028,GCF_002952455.1;protein_572,GCF_002952675.1;protein_574
GCF_000685705.1;protein_72,GCF_020735805.1;protein_361,GCF_021184145.1;protein_736,GCF_017821655.1;protein_1467,GCF_016757555.1;protein_1319,GCF_006337485.1;protein_131,GCF_006337745.1;protein_146,GCF_030323385.1;protein_1490,GCF_002952455.1;protein_1418,GCF_002952675.1;protein_1423
GCF_000685705.1;protein_720,GCF_020735805.1;protein_1445,GCF_021184145.1;protein_265,GCF_017821655.1;protein_865,GCF_016757555.1;protein_899,GCF_006337485.1;protein_552,GCF_006337745.1;protein_619,GCF_030323385.1;protein_1027,GCF_002952455.1;protein_573,GCF_002952675.1;protein_575
GCF_000685705.1;protein_721,GCF_020735805.1;protein_1444,GCF_021184145.1;protein_264,GCF_017821655.1;protein_864,GCF_016757555.1;protein_898,GCF_006337485.1;protein_553,GCF_006337745.1;protein_620,GCF_030323385.1;protein_1026,GCF_002952455.1;protein_574,GCF_002952675.1;protein_576
GCF_000685705.1;protein_723,GCF_020735805.1;protein_1443,GCF_021184145.1;protein_263,GCF_017821655.1;protein_863,GCF_016757555.1;protein_897,GCF_006337485.1;protein_555,GCF_006337745.1;protein_622,GCF_030323385.1;protein_1025,GCF_002952455.1;protein_575,GCF_002952675.1;protein_577
GCF_000685705.1;protein_724,GCF_020735805.1;protein_1442,GCF_021184145.1;protein_262,GCF_017821655.1;protein_862,GCF_016757555.1;protein_896,GCF_006337485.1;protein_556,GCF_006337745.1;protein_623,GCF_030323385.1;protein_1024,GCF_002952455.1;protein_576,GCF_002952675.1;protein_578
GCF_000685705.1;protein_725,GCF_020735805.1;protein_1441,GCF_021184145.1;protein_261,GCF_017821655.1;protein_861,GCF_016757555.1;protein_895,GCF_006337485.1;protein_557,GCF_006337745.1;protein_624,GCF_030323385.1;protein_1022,GCF_002952455.1;protein_577,GCF_002952675.1;protein_579
GCF_000685705.1;protein_726,GCF_020735805.1;protein_1440,GCF_021184145.1;protein_260,GCF_017821655.1;protein_860,GCF_016757555.1;protein_894,GCF_006337485.1;protein_558,GCF_006337745.1;protein_625,GCF_030323385.1;protein_1021,GCF_002952455.1;protein_578,GCF_002952675.1;protein_580
GCF_000685705.1;protein_728,GCF_020735805.1;protein_1438,GCF_021184145.1;protein_258,GCF_017821655.1;protein_858,GCF_016757555.1;protein_892,GCF_006337485.1;protein_560,GCF_006337745.1;protein_627,GCF_030323385.1;protein_1019,GCF_002952455.1;protein_580,GCF_002952675.1;protein_582
GCF_000685705.1;protein_729,GCF_020735805.1;protein_1437,GCF_021184145.1;protein_257,GCF_017821655.1;protein_857,GCF_016757555.1;protein_891,GCF_006337485.1;protein_561,GCF_006337745.1;protein_628,GCF_030323385.1;protein_1018,GCF_002952455.1;protein_581,GCF_002952675.1;protein_583
GCF_000685705.1;protein_73,GCF_020735805.1;protein_363,GCF_021184145.1;protein_738,GCF_017821655.1;protein_1466,GCF_016757555.1;protein_1321,GCF_006337485.1;protein_130,GCF_006337745.1;protein_145,GCF_030323385.1;protein_1492,GCF_002952455.1;protein_1420,GCF_002952675.1;protein_1425
GCF_000685705.1;protein_730,GCF_020735805.1;protein_1436,GCF_021184145.1;protein_256,GCF_017821655.1;protein_856,GCF_016757555.1;protein_890,GCF_006337485.1;protein_562,GCF_006337745.1;protein_629,GCF_030323385.1;protein_1017,GCF_002952455.1;protein_582,GCF_002952675.1;protein_584
GCF_000685705.1;protein_733,GCF_020735805.1;protein_1433,GCF_021184145.1;protein_253,GCF_017821655.1;protein_853,GCF_016757555.1;protein_887,GCF_006337485.1;protein_565,GCF_006337745.1;protein_632,GCF_030323385.1;protein_1014,GCF_002952455.1;protein_585,GCF_002952675.1;protein_587
GCF_000685705.1;protein_735,GCF_020735805.1;protein_1431,GCF_021184145.1;protein_251,GCF_017821655.1;protein_851,GCF_016757555.1;protein_886,GCF_006337485.1;protein_567,GCF_006337745.1;protein_633,GCF_030323385.1;protein_1013,GCF_002952455.1;protein_586,GCF_002952675.1;protein_588
GCF_000685705.1;protein_736,GCF_020735805.1;protein_1430,GCF_021184145.1;protein_250,GCF_017821655.1;protein_850,GCF_016757555.1;protein_885,GCF_006337485.1;protein_568,GCF_006337745.1;protein_634,GCF_030323385.1;protein_1012,GCF_002952455.1;protein_587,GCF_002952675.1;protein_589
GCF_000685705.1;protein_737,GCF_020735805.1;protein_1429,GCF_021184145.1;protein_249,GCF_017821655.1;protein_849,GCF_016757555.1;protein_884,GCF_006337485.1;protein_569,GCF_006337745.1;protein_635,GCF_030323385.1;protein_1011,GCF_002952455.1;protein_588,GCF_002952675.1;protein_590
GCF_000685705.1;protein_738,GCF_020735805.1;protein_1428,GCF_021184145.1;protein_248,GCF_017821655.1;protein_847,GCF_016757555.1;protein_883,GCF_006337485.1;protein_570,GCF_006337745.1;protein_636,GCF_030323385.1;protein_1010,GCF_002952455.1;protein_589,GCF_002952675.1;protein_591
GCF_000685705.1;protein_74,GCF_020735805.1;protein_364,GCF_021184145.1;protein_739,GCF_017821655.1;protein_1465,GCF_016757555.1;protein_1322,GCF_006337485.1;protein_129,GCF_006337745.1;protein_144,GCF_030323385.1;protein_1493,GCF_002952455.1;protein_1421,GCF_002952675.1;protein_1426
GCF_000685705.1;protein_742,GCF_020735805.1;protein_1422,GCF_021184145.1;protein_237,GCF_017821655.1;protein_840,GCF_016757555.1;protein_879,GCF_006337485.1;protein_574,GCF_006337745.1;protein_641,GCF_030323385.1;protein_1004,GCF_002952455.1;protein_593,GCF_002952675.1;protein_595
GCF_000685705.1;protein_743,GCF_020735805.1;protein_1421,GCF_021184145.1;protein_236,GCF_017821655.1;protein_839,GCF_016757555.1;protein_878,GCF_006337485.1;protein_575,GCF_006337745.1;protein_642,GCF_030323385.1;protein_1003,GCF_002952455.1;protein_594,GCF_002952675.1;protein_596
GCF_000685705.1;protein_744,GCF_020735805.1;protein_1420,GCF_021184145.1;protein_235,GCF_017821655.1;protein_838,GCF_016757555.1;protein_877,GCF_006337485.1;protein_576,GCF_006337745.1;protein_643,GCF_030323385.1;protein_1002,GCF_002952455.1;protein_595,GCF_002952675.1;protein_597
GCF_000685705.1;protein_745,GCF_020735805.1;protein_1419,GCF_021184145.1;protein_234,GCF_017821655.1;protein_837,GCF_016757555.1;protein_876,GCF_006337485.1;protein_577,GCF_006337745.1;protein_644,GCF_030323385.1;protein_1001,GCF_002952455.1;protein_596,GCF_002952675.1;protein_598
GCF_000685705.1;protein_748,GCF_020735805.1;protein_1417,GCF_021184145.1;protein_231,GCF_017821655.1;protein_834,GCF_016757555.1;protein_873,GCF_006337485.1;protein_579,GCF_006337745.1;protein_646,GCF_030323385.1;protein_999,GCF_002952455.1;protein_598,GCF_002952675.1;protein_600
GCF_000685705.1;protein_749,GCF_020735805.1;protein_1416,GCF_021184145.1;protein_230,GCF_017821655.1;protein_833,GCF_016757555.1;protein_872,GCF_006337485.1;protein_580,GCF_006337745.1;protein_647,GCF_030323385.1;protein_998,GCF_002952455.1;protein_599,GCF_002952675.1;protein_601
GCF_000685705.1;protein_750,GCF_020735805.1;protein_1415,GCF_021184145.1;protein_229,GCF_017821655.1;protein_832,GCF_016757555.1;protein_871,GCF_006337485.1;protein_581,GCF_006337745.1;protein_648,GCF_030323385.1;protein_997,GCF_002952455.1;protein_600,GCF_002952675.1;protein_602
GCF_000685705.1;protein_751,GCF_020735805.1;protein_1414,GCF_021184145.1;protein_228,GCF_017821655.1;protein_831,GCF_016757555.1;protein_870,GCF_006337485.1;protein_582,GCF_006337745.1;protein_649,GCF_030323385.1;protein_996,GCF_002952455.1;protein_601,GCF_002952675.1;protein_603
GCF_000685705.1;protein_755,GCF_020735805.1;protein_1025,GCF_021184145.1;protein_1401,GCF_017821655.1;protein_447,GCF_016757555.1;protein_867,GCF_006337485.1;protein_973,GCF_006337745.1;protein_1030,GCF_030323385.1;protein_608,GCF_002952455.1;protein_605,GCF_002952675.1;protein_607
GCF_000685705.1;protein_756,GCF_020735805.1;protein_1026,GCF_021184145.1;protein_1402,GCF_017821655.1;protein_448,GCF_016757555.1;protein_866,GCF_006337485.1;protein_972,GCF_006337745.1;protein_1029,GCF_030323385.1;protein_609,GCF_002952455.1;protein_606,GCF_002952675.1;protein_608
GCF_000685705.1;protein_757,GCF_020735805.1;protein_1027,GCF_021184145.1;protein_1403,GCF_017821655.1;protein_449,GCF_016757555.1;protein_865,GCF_006337485.1;protein_971,GCF_006337745.1;protein_1028,GCF_030323385.1;protein_610,GCF_002952455.1;protein_607,GCF_002952675.1;protein_609
GCF_000685705.1;protein_758,GCF_020735805.1;protein_1028,GCF_021184145.1;protein_1404,GCF_017821655.1;protein_450,GCF_016757555.1;protein_864,GCF_006337485.1;protein_970,GCF_006337745.1;protein_1027,GCF_030323385.1;protein_611,GCF_002952455.1;protein_608,GCF_002952675.1;protein_610
GCF_000685705.1;protein_759,GCF_020735805.1;protein_1029,GCF_021184145.1;protein_1405,GCF_017821655.1;protein_451,GCF_016757555.1;protein_863,GCF_006337485.1;protein_969,GCF_006337745.1;protein_1026,GCF_030323385.1;protein_612,GCF_002952455.1;protein_609,GCF_002952675.1;protein_611
GCF_000685705.1;protein_760,GCF_020735805.1;protein_1030,GCF_021184145.1;protein_1406,GCF_017821655.1;protein_452,GCF_016757555.1;protein_862,GCF_006337485.1;protein_968,GCF_006337745.1;protein_1023,GCF_030323385.1;protein_613,GCF_002952455.1;protein_610,GCF_002952675.1;protein_612
GCF_000685705.1;protein_761,GCF_020735805.1;protein_1031,GCF_021184145.1;protein_1407,GCF_017821655.1;protein_453,GCF_016757555.1;protein_861,GCF_006337485.1;protein_967,GCF_006337745.1;protein_1022,GCF_030323385.1;protein_614,GCF_002952455.1;protein_611,GCF_002952675.1;protein_613
GCF_000685705.1;protein_762,GCF_020735805.1;protein_1032,GCF_021184145.1;protein_1408,GCF_017821655.1;protein_454,GCF_016757555.1;protein_860,GCF_006337485.1;protein_966,GCF_006337745.1;protein_1021,GCF_030323385.1;protein_615,GCF_002952455.1;protein_612,GCF_002952675.1;protein_614
GCF_000685705.1;protein_763,GCF_020735805.1;protein_1033,GCF_021184145.1;protein_1409,GCF_017821655.1;protein_455,GCF_016757555.1;protein_859,GCF_006337485.1;protein_965,GCF_006337745.1;protein_1020,GCF_030323385.1;protein_616,GCF_002952455.1;protein_613,GCF_002952675.1;protein_615
